genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
GCA_902571845_1_AG_422_D23	cluster_000293	1	include	include	GCA_902571845.1_AG-422-D23	GCA_902571845.1	Ia.3.V	6	FALSE	NA	Ia.3.V	GCA_902571845.1	GCA_902571845.1_AG-422-D23	SAG	TRUE	NA	NA	GCA_902571845_1_AG_422_D23	cluster_000293	1	include	include	GCA_902571845.1_AG-422-D23	GCA_902571845.1	Ia.3.V	Ia.3.V	Ia.3.V	NA	Ia.3.V	GCA_902571845_1	GCA_902571845.1_AG-422-D23	SAG	TRUE	NA	NA	NA	GCA_902571845.1	AG-422-D23	SAG	Ia.3.V	include	10/24/10	57.7	24	-22	90.28436019	0	0.292869061	1279565	416142	36559	89564	0	1370	35	Pachiadaki_et_al__2019	SAG	AG-422-D23	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902571845.1_AG-422-D23_genomic	0.292869061	0.036661935	1279565	0	35	35	416142	416142	89564	89564	36559	36559	0.962239511	11	1370	90.28436019	0	23	yes	incl	SAG	Ia.3.V	offshore	57.7	cluster_000016	cluster_000013	cluster_000091	RED77_6	557	RED88_23	567	RED92_47	568	GCA_003213615.1	GCA_003213615.1_AG-422-D23_Coastal_North_Africa_SAR11_Surface1_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003213615	12	80.14	95.69	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902619815	NA	NA
GCA_902599335_1_AG_916_N14	cluster_000316	1	include	include	GCA_902599335.1_AG-916-N14	GCA_902599335.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902599335.1	GCA_902599335.1_AG-916-N14	SAG	TRUE	NA	NA	GCA_902599335_1_AG_916_N14	cluster_000316	1	include	include	GCA_902599335.1_AG-916-N14	GCA_902599335.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902599335_1	GCA_902599335.1_AG-916-N14	SAG	TRUE	NA	NA	NA	GCA_902599335.1	AG-916-N14	SAG	Ia.3.V	yes	7/14/09	10	31.07	-64.17	93	0.5	0.2899	1273736	235559	55379.8261	119732	0	1372	23	Pachiadaki_et_al__2019	SAG	AG-916-N14	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902599335.1_AG-916-N14_genomic	0.289860693	0.019958583	1273736	0	23	23	235559	235559	119732	119732	55379.82609	55379.82609	0.9643474	11	1372	93.04897314	0.473933649	278	yes	incl	SAG	Ia.3.V	offshore	10	cluster_000016	cluster_000317	cluster_000150	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902599335.1	GCA_902599335.1_AG-916-N14_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902599335	12	60.99	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902626575	NA	NA
GCA_902555665_1_AG_390_D05	cluster_000251	1	include	include	GCA_902555665.1_AG-390-D05	GCA_902555665.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902555665.1	GCA_902555665.1_AG-390-D05	SAG	TRUE	NA	NA	GCA_902555665_1_AG_390_D05	cluster_000251	1	include	include	GCA_902555665.1_AG-390-D05	GCA_902555665.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902555665_1	GCA_902555665.1_AG-390-D05	SAG	TRUE	NA	NA	NA	GCA_902555665.1	AG-390-D05	SAG	Ia.3.V	yes	5/20/10	8	36.2	-53.31	89.9	0.2	0.2939	1067304	114307	23717.8667	49276	0	1163	45	Pachiadaki_et_al__2019	SAG	AG-390-D05	SWC-11	GEOTRACES	GA02(L1)	PE319	16	632891	8	36.2	_53.31	5/20/10	NASW	GCA_902555665.1_AG-390-D05_genomic	0.293936873	0.030731299	1067304	0	45	45	114307	114307	49276	49276	23717.86667	23717.86667	0.966275775	11	1163	89.89213924	0.236966825	145	yes	incl	SAG	Ia.3.V	offshore	8	cluster_000016	cluster_000296	cluster_000101	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902555665.1	GCA_902555665.1_AG-390-D05_Northern_edge_of_Sargasso_Sea_SAR11_Surface1_mid_N_Atlantic_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902555665	12	85	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902543485	NA	NA
GCA_902633985_1_AG_426_M05	cluster_000094	1	include	include	GCA_902633985.1_AG-426-M05	GCA_902633985.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902633985.1	GCA_902633985.1_AG-426-M05	SAG	TRUE	NA	NA	GCA_902633985_1_AG_426_M05	cluster_000094	1	include	include	GCA_902633985.1_AG-426-M05	GCA_902633985.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902633985_1	GCA_902633985.1_AG-426-M05	SAG	TRUE	NA	NA	NA	GCA_902633985.1	AG-426-M05	SAG	Ia.3.V	yes	11/12/11	90.8	38.32	-68.87	85.3	0	0.2923	1224332	155656	30608.3	77256	0	1332	40	Pachiadaki_et_al__2019	SAG	AG-426-M05	SWC-15	GEOTRACES	GA03(L2)	KN204	4	844349	90.8	38.32	_68.87	11/12/11	GFST	GCA_902633985.1_AG-426-M05_genomic	0.292282649	0.019603081	1224332	0	40	40	155656	155656	77256	77256	30608.3	30608.3	0.963693671	11	1332	85.30805687	0	386	yes	incl	SAG	Ia.3.V	offshore	90.8	cluster_000016	cluster_000023	cluster_000424	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902633985.1	GCA_902633985.1_AG-426-M05_Off_the_North_American_Shelf_SE_of_WHOI_SAR11_Surface1_W_Atlantic_91	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902633985	12	71.28	95.17	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__AG-422-B15	g__AG-422-B15	s__AG-422-B15 sp902547605	NA	NA
GCA_902571425_1_AG_422_C20	cluster_000203	1	include	include	GCA_902571425.1_AG-422-C20	GCA_902571425.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902571425.1	GCA_902571425.1_AG-422-C20	SAG	TRUE	NA	NA	GCA_902571425_1_AG_422_C20	cluster_000203	1	include	include	GCA_902571425.1_AG-422-C20	GCA_902571425.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902571425_1	GCA_902571425.1_AG-422-C20	SAG	TRUE	NA	NA	NA	GCA_902571425.1	AG-422-C20	SAG	Ia.3.V	yes	10/24/10	57.7	24	-22	94.3	0	0.2933	1307971	359350	59453.2273	130165	0	1383	22	Pachiadaki_et_al__2019	SAG	AG-422-C20	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902571425.1_AG-422-C20_genomic	0.293287848	0.021525816	1307971	0	22	22	359350	359350	130165	130165	59453.22727	59453.22727	0.964768332	11	1383	94.31279621	0	185	yes	incl	SAG	Ia.3.V	offshore	57.7	cluster_000016	cluster_000015	cluster_000276	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902571425.1	GCA_902571425.1_AG-422-C20_Coastal_North_Africa_SAR11_Surface1_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571425	12	68.1	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902525935	NA	NA
GCA_902521615_1_AG_894_O09	cluster_000347	1	include	include	GCA_902521615.1_AG-894-O09	GCA_902521615.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902521615.1	GCA_902521615.1_AG-894-O09	SAG	TRUE	NA	NA	GCA_902521615_1_AG_894_O09	cluster_000347	1	include	include	GCA_902521615.1_AG-894-O09	GCA_902521615.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902521615_1	GCA_902521615.1_AG-894-O09	SAG	TRUE	NA	NA	NA	GCA_902521615.1	AG-894-O09	SAG	Ia.3.V	yes	7/14/09	10	31.07	-64.17	89.6	0	0.2942	1195365	204200	38560.1613	80859	0	1272	31	Pachiadaki_et_al__2019	SAG	AG-894-O09	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902521615.1_AG-894-O09_genomic	0.29416538	0.026663012	1195365	0	31	31	204200	204200	80859	80859	38560.16129	38560.16129	0.964679408	11	1272	89.57345972	0	67	yes	incl	SAG	Ia.3.V	offshore	10	cluster_000016	cluster_000149	cluster_000071	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902521615.1	GCA_902521615.1_AG-894-O09_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902521615	12	86.08	95.72	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902598265	NA	NA
GCA_902558545_1_AG_390_L16	cluster_000160	1	include	include	GCA_902558545.1_AG-390-L16	GCA_902558545.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902558545.1	GCA_902558545.1_AG-390-L16	SAG	TRUE	NA	NA	GCA_902558545_1_AG_390_L16	cluster_000160	1	include	include	GCA_902558545.1_AG-390-L16	GCA_902558545.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902558545_1	GCA_902558545.1_AG-390-L16	SAG	TRUE	NA	NA	NA	GCA_902558545.1	AG-390-L16	SAG	Ia.3.V	yes	5/20/10	8	36.2	-53.31	85.2	0.2	0.295	1092299	97533	19505.3393	40759	0	1197	56	Pachiadaki_et_al__2019	SAG	AG-390-L16	SWC-11	GEOTRACES	GA02(L1)	PE319	16	632891	8	36.2	_53.31	5/20/10	NASW	GCA_902558545.1_AG-390-L16_genomic	0.294951291	0.033121381	1092299	0	56	56	97533	97533	40759	40759	19505.33929	19505.33929	0.965089229	11	1197	85.18821158	0.236966825	155	yes	incl	SAG	Ia.3.V	offshore	8	cluster_000016	cluster_000312	cluster_000088	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902558545.1	GCA_902558545.1_AG-390-L16_Northern_edge_of_Sargasso_Sea_SAR11_Surface1_mid_N_Atlantic_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558545	12	85.4	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902570695	NA	NA
GCA_902523515_1_AG_895_F17	cluster_000332	1	include	include	GCA_902523515.1_AG-895-F17	GCA_902523515.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902523515.1	GCA_902523515.1_AG-895-F17	SAG	TRUE	NA	NA	GCA_902523515_1_AG_895_F17	cluster_000332	1	include	include	GCA_902523515.1_AG-895-F17	GCA_902523515.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902523515_1	GCA_902523515.1_AG-895-F17	SAG	TRUE	NA	NA	NA	GCA_902523515.1	AG-895-F17	SAG	Ia.3.V	yes	7/14/09	10	31.07	-64.17	93.4	0	0.2916	1202919	315551	52300.8261	187615	0	1284	23	Pachiadaki_et_al__2019	SAG	AG-895-F17	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902523515.1_AG-895-F17_genomic	0.291610657	0.033550688	1202919	0	23	23	315551	315551	187615	187615	52300.82609	52300.82609	0.965897122	11	1284	93.36492891	0	71	yes	incl	SAG	Ia.3.V	offshore	10	cluster_000016	cluster_000260	cluster_000215	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902523515.1	GCA_902523515.1_AG-895-F17_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902523515	12	78.61	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp003212275	NA	NA
GCA_902558835_1_AG_390_M14	cluster_000181	1	include	include	GCA_902558835.1_AG-390-M14	GCA_902558835.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902558835.1	GCA_902558835.1_AG-390-M14	SAG	TRUE	NA	NA	GCA_902558835_1_AG_390_M14	cluster_000181	1	include	include	GCA_902558835.1_AG-390-M14	GCA_902558835.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902558835_1	GCA_902558835.1_AG-390-M14	SAG	TRUE	NA	NA	NA	GCA_902558835.1	AG-390-M14	SAG	Ia.3.V	yes	5/20/10	8	36.2	-53.31	90	0	0.2913	1085051	178944	25233.7442	70625	0	1177	43	Pachiadaki_et_al__2019	SAG	AG-390-M14	SWC-11	GEOTRACES	GA02(L1)	PE319	16	632891	8	36.2	_53.31	5/20/10	NASW	GCA_902558835.1_AG-390-M14_genomic	0.291320869	0.034443874	1085051	0	43	43	178944	178944	70625	70625	25233.74419	25233.74419	0.963084684	11	1177	90.04739336	0	157	yes	incl	SAG	Ia.3.V	offshore	8	cluster_000016	cluster_000334	cluster_000440	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902558835.1	GCA_902558835.1_AG-390-M14_Northern_edge_of_Sargasso_Sea_SAR11_Surface1_mid_N_Atlantic_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558835	12	82.05	95.74	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902616245	NA	NA
GCA_902571135_1_AG_422_B22	cluster_000335	1	include	include	GCA_902571135.1_AG-422-B22	GCA_902571135.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902571135.1	GCA_902571135.1_AG-422-B22	SAG	TRUE	NA	NA	GCA_902571135_1_AG_422_B22	cluster_000335	1	include	include	GCA_902571135.1_AG-422-B22	GCA_902571135.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902571135_1	GCA_902571135.1_AG-422-B22	SAG	TRUE	NA	NA	NA	GCA_902571135.1	AG-422-B22	SAG	Ia.3.V	yes	10/24/10	57.7	24	-22	88.6	0.5	0.2928	1156543	178682	46261.72	123899	0	1242	25	Pachiadaki_et_al__2019	SAG	AG-422-B22	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902571135.1_AG-422-B22_genomic	0.292828715	0.024081426	1156543	0	25	25	178682	178682	123899	123899	46261.72	46261.72	0.963653751	11	1242	88.62559242	0.473933649	183	yes	incl	SAG	Ia.3.V	offshore	57.7	cluster_000016	cluster_000283	cluster_000357	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902571135.1	GCA_902571135.1_AG-422-B22_Coastal_North_Africa_SAR11_Surface1_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571135	12	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp001704065	NA	NA
GCA_902537795_1_AG_349_L17	cluster_000188	1	include	include	GCA_902537795.1_AG-349-L17	GCA_902537795.1	Ia.3.V	6	FALSE	NA	Ia.3.V	GCA_902537795.1	GCA_902537795.1_AG-349-L17	SAG	TRUE	NA	NA	GCA_902537795_1_AG_349_L17	cluster_000188	1	include	include	GCA_902537795.1_AG-349-L17	GCA_902537795.1	NA	Ia.3.V	Ia.3.V	NA	Ia.3.V	GCA_902537795_1	GCA_902537795.1_AG-349-L17	SAG	TRUE	NA	NA	NA	GCA_902537795.1	AG-349-L17	SAG	Ia.3.V	include	8/19/09	5	23.75	-158	84.77420058	0	0.292753764	1216121	142309	48644.84	90568	0	1283	25	Pachiadaki_et_al__2019	SAG	AG-349-L17	SWC-07	HOT	HOT214	KM0920	ALOHA	2140201221	5	23.75	_158	8/19/09	NPTG	GCA_902537795.1_AG-349-L17_genomic	0.292753764	0.016534846	1216121	0	25	25	142309	142309	90568	90568	48644.84	48644.84	0.962671478	11	1283	84.77420058	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter_sp003278805	NA	NA
GCA_902572515_1_AG_422_G03	cluster_000269	1	include	include	GCA_902572515.1_AG-422-G03	GCA_902572515.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902572515.1	GCA_902572515.1_AG-422-G03	SAG	TRUE	NA	NA	GCA_902572515_1_AG_422_G03	cluster_000269	1	include	include	GCA_902572515.1_AG-422-G03	GCA_902572515.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902572515_1	GCA_902572515.1_AG-422-G03	SAG	TRUE	NA	NA	NA	GCA_902572515.1	AG-422-G03	SAG	Ia.3.V	yes	10/24/10	57.7	24	-22	87.8	0	0.293	1167165	173414	28467.439	53652	0	1265	41	Pachiadaki_et_al__2019	SAG	AG-422-G03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902572515.1_AG-422-G03_genomic	0.292968004	0.024206647	1167165	0	41	41	173414	173414	53652	53652	28467.43902	28467.43902	0.967084345	11	1265	87.75671406	0	187	yes	incl	SAG	Ia.3.V	offshore	57.7	cluster_000016	cluster_000309	cluster_000318	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902572515.1	GCA_902572515.1_AG-422-G03_Coastal_North_Africa_SAR11_Surface1_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902572515	12	80.91	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902531175	NA	NA
GCA_902615975_1_AG_892_A22	cluster_000043	1	include	include	GCA_902615975.1_AG-892-A22	GCA_902615975.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902615975.1	GCA_902615975.1_AG-892-A22	SAG	TRUE	NA	NA	GCA_902615975_1_AG_892_A22	cluster_000043	1	include	include	GCA_902615975.1_AG-892-A22	GCA_902615975.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902615975_1	GCA_902615975.1_AG-892-A22	SAG	TRUE	NA	NA	NA	GCA_902615975.1	AG-892-A22	SAG	Ia.3.V	yes	7/14/09	10	31.07	-64.17	91.7	0	0.2937	1194572	236446	62872.2105	116907	0	1265	19	Pachiadaki_et_al__2019	SAG	AG-892-A22	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902615975.1_AG-892-A22_genomic	0.293681754	0.022958975	1194572	0	19	19	236446	236446	116907	116907	62872.21053	62872.21053	0.964203916	11	1265	91.70616114	0	326	yes	incl	SAG	Ia.3.V	offshore	10	cluster_000016	cluster_000137	cluster_000331	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902615975.1	GCA_902615975.1_AG-892-A22_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902615975	12	69.41	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter_A	s__Pelagibacter_A sp902552345	NA	NA
GCA_902592375_1_AG_447_C08	cluster_000123	1	include	include	GCA_902592375.1_AG-447-C08	GCA_902592375.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902592375.1	GCA_902592375.1_AG-447-C08	SAG	TRUE	NA	NA	GCA_902592375_1_AG_447_C08	cluster_000123	1	include	include	GCA_902592375.1_AG-447-C08	GCA_902592375.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902592375_1	GCA_902592375.1_AG-447-C08	SAG	TRUE	NA	NA	NA	GCA_902592375.1	AG-447-C08	SAG	Ia.3.V	yes	11/10/10	21.2	-34.98	16.02	95.5	0.5	0.2943	1247213	337102	54226.6522	150371	0	1334	23	Pachiadaki_et_al__2019	SAG	AG-447-C08	SWC-19	GEOTRACES	GA10(L1)	D357	9	237839	21.2	_34.98	16.02	11/10/10	EAFR	GCA_902592375.1_AG-447-C08_genomic	0.294285739	0.025540715	1247213	0	23	23	337102	337102	150371	150371	54226.65217	54226.65217	0.965385223	11	1334	95.49763033	0.473933649	249	yes	incl	SAG	Ia.3.V	offshore	21.2	cluster_000016	cluster_000229	cluster_000400	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902592375.1	GCA_902592375.1_AG-447-C08_Off_the_SW_coast_of_South_Africa_SAR11_Surface1_Cape_Town_offshore_21	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902592375	12	79.76	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902599665	NA	NA
GCA_902557155_1_AG_390_G23	cluster_000048	1	include	include	GCA_902557155.1_AG-390-G23	GCA_902557155.1	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	GCA_902557155.1	GCA_902557155.1_AG-390-G23	SAG	TRUE	NA	NA	GCA_902557155_1_AG_390_G23	cluster_000048	1	include	include	GCA_902557155.1_AG-390-G23	GCA_902557155.1	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	GCA_902557155_1	GCA_902557155.1_AG-390-G23	SAG	TRUE	NA	NA	NA	GCA_902557155.1	AG-390-G23	SAG	Ia.3.V	yes	5/20/10	8	36.2	-53.31	92.9	0.2	0.2925	1269898	326689	57722.6364	113653	0	1358	22	Pachiadaki_et_al__2019	SAG	AG-390-G23	SWC-11	GEOTRACES	GA02(L1)	PE319	16	632891	8	36.2	_53.31	5/20/10	NASW	GCA_902557155.1_AG-390-G23_genomic	0.292480183	0.019299406	1269898	0	22	22	326689	326689	113653	113653	57722.63636	57722.63636	0.9641861	11	1358	92.89099526	0.236966825	149	yes	incl	SAG	Ia.3.V	offshore	8	cluster_000016	cluster_000100	cluster_000271	RED77_6	557	RED88_23	567	RED92_47	568	GCA_902557155.1	GCA_902557155.1_AG-390-G23_Northern_edge_of_Sargasso_Sea_SAR11_Surface1_mid_N_Atlantic_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902557155	12	82.05	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902622245	NA	NA
